회사명,종목코드,상장일,총자산(요약재무),부채(요약재무),자본금(요약재무),매출액(영업수익),영업이익,당기순이익(포괄손익계산서),영업활동으로인한현금흐름,부채비율(표준재무),ROA(표준재무),ROE(표준재무),EBITDA마진율(표준재무),자기자본비율(표준재무),공모가 (원),공모금액 (천원),Unnamed: 17,총차입금/EBITDA(표준재무),총자산증가율(표준재무),유동자산증가율(표준재무),당좌자산증가율(표준재무),자기자본증가율(표준재무),매출액(영업수익)증가율(표준재무),영업이익증가율(보고서기재)(표준재무),EBITDA증가율(표준재무),순이익증가율(표준재무),순이익률(표준재무),유동비율(표준재무),현금비율(표준재무),유동부채비율(표준재무),이자보상배율(표준재무),재고자산회전율(표준재무),총자산회전율(표준재무),상장유형,증권구분,업종,상장주선인/,최초상장주식수 (주),상장일 시초가,상장일 종가
엠씨넥스,97520,2012-07-25,108770998.0,73394784.0,2382686.0,201921216.0,12518580.0,8049708.0,7141572.0,207.47,7.94,24.85,7.7,32.52,15000,12000000,,2.64,15.75,11.76,5.45,20.3,48.57,60.1,34.44,23.91,3.99,108.28,7.8,188.46,3.81,11.87,1.99,신규상장,주권,영상 및 음향기기 제조업,한국투자증권(주),5749271,4976.0,4931.0
네이블커뮤니케이션즈,153460,2012-07-19,18966044.0,6780306.0,1863301.0,20770504.0,4081604.0,3690235.0,1984408.0,55.64,22.31,35.96,20.47,64.25,9000,5400000,,0.05,34.4,48.64,48.18,46.13,14.15,144.03,124.54,113.76,17.77,269.11,109.33,44.64,31.07,138.43,1.26,신규상장,주권,소프트웨어 개발 및 공급업,한국투자증권(주),4326601,10970.0,11017.0
디지탈옵틱,106520,2012-07-13,52563458.0,32052480.0,2009288.0,58378016.0,8563193.0,5986918.0,6569029.0,156.27,13.22,33.51,19.27,39.02,11500,15807900,,1.18,38.4,107.52,110.6,34.74,118.37,232.71,178.34,218.20,10.26,120.16,32.5,120.57,13.31,20.27,1.29,신규상장,주권,사진장비 및 광학기기 제조업,신한투자증권 주식회사,5393177,13606.0,12575.0
피엔티,137400,2012-07-06,53675068.0,29607283.0,1139521.0,76392858.0,11212289.0,8902846.0,500820.0,123.02,18.55,41.77,15.21,44.84,17000,13712846,,0.49,27.03,36.04,22.48,29.85,61.35,82.07,74.7,64.09,11.65,145.95,8.79,115.99,18.74,4.34,1.59,신규상장,주권,특수 목적용 기계 제조업,하나증권주식회사,3209547,4794.0,4833.0
사조씨푸드,14710,2012-06-29,250120764.0,146847669.0,13000000.0,280804614.0,27931881.0,17627256.0,15446105.0,142.19,7.49,17.92,11.27,41.29,10600,63880794,,3.5,13.29,18.15,36.56,10.52,27.76,63.52,50.15,79.20,6.28,89.43,2.13,74.27,5.01,6.21,1.19,신규상장,주권,수산물 가공 및 저장 처리업,미래에셋증권(주),17218543,10000.0,8910.0
비아트론,141000,2012-05-04,31406641.0,7589595.0,4390935.0,47131698.0,10477030.0,10220313.0,7347364.0,31.87,39.8,59.19,23.79,75.83,15900,18285000,,0.12,57.39,49.34,53.4,122.18,117.67,40.61,44.7,41.06,21.68,369.54,106.32,28.11,56.35,135.3,1.84,신규상장,주권,특수 목적용 기계 제조업,한국투자증권(주),9931870,25500.0,21700.0
빛샘전자,72950,2012-03-21,29268093.0,3941891.0,2110000.0,29170544.0,4486537.0,4388334.0,5473392.0,15.56,16.41,19.29,16.56,86.53,4400,3432000,,0.0,20.89,1.41,-6.39,25.58,13.06,29.48,17.28,23.85,15.04,527.13,279.44,12.48,21569.89,13.4,1.09,신규상장,주권,전자부품 제조업,미래에셋증권(주),5000000,8800.0,10100.0
휴비스,79980,2012-02-23,616500646.0,444437506.0,143750000.0,1125337046.0,33265941.0,15698107.0,70757210.0,258.3,2.67,9.42,7.67,27.91,12200,200141000,,2.2,10.43,53.71,67.7,6.77,18.15,49.5,35.08,339.22,1.39,76.62,6.17,239.79,3.0,11.59,1.92,신규상장,주권,화학섬유 제조업,미래에셋증권 주식회사,34500000,11800.0,11550.0
사람인에이치알,143240,2012-02-21,17278868.0,10380625.0,3135965.0,31362632.0,2553902.0,2029765.0,4281309.0,150.48,16.7,40.53,10.73,39.92,5000,12150350,,0.69,80.71,60.44,60.44,65.86,53.28,255.48,149.38,188.82,6.47,143.21,96.36,111.45,25.03,,2.34,신규상장,주권,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",KB증권(주),8800000,9965.0,11016.0
남화토건,91590,2012-01-31,102164880.0,18692195.0,4370000.0,49863428.0,1400950.0,4137891.0,813305.0,22.39,1.63,1.94,3.12,81.7,3000,9000000,,0.3,10.32,22.74,22.75,4.73,-8.83,-70.54,-68.05,-50.33,8.3,285.82,191.93,17.57,,24030.57,0.51,신규상장,주권,건물 건설업,현대차증권주식회사,11740000,5340.0,5310.0
동아팜텍,140410,2012-01-20,31514929.0,6691158.0,3025500.0,24379124.0,17515279.0,16438043.0,16964082.0,26.95,73.63,103.25,72.07,78.77,24000,54408000,,0.0,112.03,165.65,165.65,200.92,32.19,35.01,34.44,42.09,67.43,469.97,451.6,18.03,,,1.05,신규상장,주권,자연과학 및 공학 연구개발업,엔에이치투자증권(주),8068000,6359.0,6476.0
원익머트리얼즈,104830,2011-12-28,71672324.0,22494053.0,2066125.0,66599985.0,15058336.0,11396269.0,15349891.0,45.74,18.39,26.59,27.14,68.62,27000,45029277,,0.43,36.29,26.35,20.13,33.81,12.02,25.33,25.68,9.39,17.11,165.67,66.69,36.3,29.76,7.77,1.07,신규상장,주권,기초 화학물질 제조업,유안타증권(주),5800000,20000.0,19250.0
디엔에이링크,127120,2011-12-26,9114022.0,4020310.0,1728756.0,6336070.0,960090.0,861658.0,713997.0,78.93,10.52,18.81,23.26,55.89,7700,5069819,,1.68,25.36,46.38,52.7,25.15,8.32,46.07,52.81,45.92,13.6,120.53,25.01,78.48,8.13,6.65,0.77,신규상장,주권,자연과학 및 공학 연구개발업,미래에셋증권(주),4115930,14914.0,17141.0
GS리테일,7070,2011-12-23,2590037043.0,1214166356.0,77000000.0,3281585767.0,93809690.0,442141131.0,187043211.0,88.25,17.65,37.42,5.2,53.12,19500,300300000,,2.72,7.0,367.77,740.22,39.32,-10.89,-36.58,-30.78,254.40,13.47,132.31,113.91,53.24,3.66,38.66,1.31,신규상장,주권,종합 소매업,"한국투자증권(주),엔에이치투자증권(주)",77000000,19500.0,22400.0
나이스디앤비,130580,2011-12-22,14170357.0,3890613.0,5740000.0,16298746.0,2189277.0,1874822.0,2336996.0,37.85,13.89,19.36,15.34,72.54,1700,6664000,,0.0,10.47,24.35,24.35,13.13,13.85,-7.69,1.44,-7.54,11.5,312.29,283.71,33.72,,,1.21,신규상장,주권,기타 사업지원 서비스업,대신증권(주),15400000,2450.0,2815.0
시큐브,131090,2011-12-21,15704594.0,4950564.0,2645079.0,13075657.0,3021630.0,3083040.0,2256202.0,46.03,22.16,32.82,25.01,68.48,4900,4458226,,0.51,35.54,28.16,28.34,40.19,43.12,10.96,14.25,2.78,23.58,369.28,161.99,31.08,66.11,646.62,0.96,신규상장,주권,소프트웨어 개발 및 공급업,SK증권(주),6200000,624.0,717.0
서암기계공업,100660,2011-12-19,38573764.0,10507709.0,4725000.0,32172933.0,3439963.0,3322986.0,3304133.0,37.44,9.78,13.56,17.65,72.76,3800,11970000,,0.34,10.28,15.68,6.04,12.34,82.87,272.38,84.55,114.30,10.33,273.44,136.85,30.53,34.11,8.33,0.87,신규상장,주권,일반 목적용 기계 제조업,한국투자증권(주),12600000,4000.0,3400.0
인터지스,129260,2011-12-16,278656249.0,153996834.0,8720310.0,350412883.0,13404809.0,10888094.0,-51542920.0,123.53,5.39,11.94,7.12,44.74,10000,58350000,,3.74,9.47,13.59,13.33,7.42,137.01,72.65,151.6,25.57,3.11,70.32,5.74,119.83,3.82,260.29,1.31,신규상장,주권,도로 화물 운송업,삼성증권(주),13138560,9000.0,7650.0
씨유메디칼,115480,2011-12-15,25818769.0,6166582.0,2417045.0,17350796.0,5406646.0,4977439.0,2179800.0,31.38,19.04,25.83,36.07,76.12,12000,9600000,,0.57,30.43,52.06,66.81,40.63,32.43,118.97,86.78,67.39,28.69,716.26,123.52,10.96,36.08,4.02,0.76,신규상장,주권,의료용 기기 제조업,KB증권(주),4780806,,
넥스트리밍,139670,2011-12-02,12956122.0,2269669.0,2965970.0,12486318.0,5518717.0,4715450.0,6101440.0,21.24,46.89,58.24,45.54,82.48,6000,3975600,,0.0,73.45,80.82,80.82,85.64,50.09,53.86,47.38,22.69,37.76,675.27,479.95,17.17,1910.91,,1.22,신규상장,주권,소프트웨어 개발 및 공급업,신한투자증권 주식회사,6625551,2673.0,3073.0
티브이로직,121800,2011-12-01,26162679.0,7285921.0,2100000.0,24009910.0,7027939.0,5607777.0,1317056.0,38.6,0.0,0.0,33.35,72.15,12000,12600000,,0.95,110.33,144.57,208.01,121.2,18.75,39.61,40.74,44.14,30.32,332.75,182.13,31.21,60.75,4.63,0.9,신규상장,주권,통신 및 방송 장비 제조업,한국투자증권(주),5250000,4932.0,4236.0
신진에스엠,138070,2011-11-28,38736673.0,9937124.0,1800000.0,37817662.0,7363772.0,6177351.0,5980677.0,34.5,18.92,25.95,23.82,74.35,15000,13500000,,0.62,22.71,28.24,12.68,28.21,81.22,110.28,98.08,135.16,16.33,341.38,94.02,22.55,21.31,4.81,1.08,신규상장,주권,기타 금속 가공제품 제조업,한화투자증권(주),4500000,15000.0,13400.0
이엠넷,123570,2011-11-25,31009825.0,16699826.0,2000000.0,22657151.0,5821754.0,4088700.0,3839463.0,116.7,15.1,35.33,26.97,46.15,6400,9600000,,0.66,18.22,38.1,38.1,40.92,10.88,12.4,11.53,-0.84,18.05,170.41,85.34,90.43,48.82,,0.79,신규상장,주권,광고업,케이비투자증권(주),5500000,2850.0,2425.0
와이지엔터테인먼트,122870,2011-11-23,33321326.0,12970304.0,2030001.0,44772896.0,10345043.0,9768248.0,9911942.0,63.73,30.92,54.15,26.96,61.08,34000,42382326,,0.0,64.32,83.74,84.61,98.5,25.44,39.97,46.92,134.69,21.82,176.9,91.79,59.95,,32.1,1.67,신규상장,주권,오디오물 출판 및 원판 녹음업,미래에셋증권 주식회사,4986157,25446.0,29263.0
테크윙,89030,2011-11-10,75113319.0,48383320.0,2487877.0,74513918.0,11083704.0,13984366.0,6108725.0,181.01,24.64,92.29,17.33,35.59,23000,14950000,,1.54,77.03,78.97,138.98,473.73,255.99,4065.47,646.45,860.63,18.77,117.33,6.37,160.15,8.2,4.18,1.27,신규상장,주권,특수 목적용 기계 제조업,한국투자증권(주),4771040,30000.0,25500.0
신흥기계,7820,2011-11-08,42928718.0,20387536.0,2700000.0,60532159.0,5951045.0,4696888.0,3861202.0,90.45,13.3,23.24,10.88,52.51,8500,13396000,,0.34,54.87,87.8,95.18,26.07,68.81,42.39,37.98,77.36,7.76,174.31,18.05,77.82,70.74,88.3,1.71,신규상장,주권,일반 목적용 기계 제조업,한국투자증권(주),6643000,6986.0,7467.0
씨큐브,101240,2011-11-08,37178016.0,17715575.0,2270806.0,18194782.0,3279514.0,2340864.0,3561406.0,91.02,6.51,12.69,26.96,52.35,5750,5510731,,3.23,8.78,11.97,15.55,13.67,39.99,79.51,70.89,67.61,12.87,188.41,42.39,40.07,4.78,2.79,0.51,신규상장,주권,기초 화학물질 제조업,대신증권(주),5500000,7000.0,6140.0
씨엔플러스,115530,2011-11-02,36092556.0,23353614.0,1375000.0,41519480.0,5824253.0,5651459.0,4232396.0,183.32,18.86,48.38,19.98,35.3,11500,9200000,,1.78,51.37,-0.37,-8.28,19.89,44.51,14.96,13.52,117.15,13.61,138.25,20.36,68.41,8.86,25.58,1.39,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",한국투자증권(주),4150001,3040.0,2820.0
로보스타,90360,2011-10-17,46687846.0,30214760.0,2158857.0,83081977.0,6912206.0,6938644.0,2893721.0,183.42,18.18,55.74,9.97,35.28,5800,6805888,,1.55,41.37,68.59,40.39,72.82,112.69,349.63,202.05,385.05,8.35,127.94,17.29,147.72,9.49,8.8,2.08,신규상장,주권,특수 목적용 기계 제조업,미래에셋증권(주),7800000,7800.0,8970.0
대한과학,131220,2011-10-11,26605232.0,15687521.0,2062565.0,27864762.0,3063237.0,2630843.0,1848371.0,143.69,12.94,27.12,12.75,41.04,3000,4200000,,2.45,87.31,21.03,11.98,27.74,17.46,3.62,5.19,18.15,9.44,158.69,27.55,72.97,28.13,4.91,1.37,신규상장,주권,기계장비 및 관련 물품 도매업,미래에셋증권 주식회사,5525130,4376.0,5031.0
제이씨케미칼,137950,2011-08-08,54277359.0,33548131.0,5500000.0,91186720.0,10445449.0,9782833.0,15143560.0,161.84,20.55,62.03,13.0,38.19,7200,24048000,,2.2,31.23,54.96,285.4,89.37,78.78,133.61,102.91,103.81,10.73,113.03,46.58,161.57,18.51,7.07,1.91,신규상장,주권,기타 화학제품 제조업,삼성증권(주),13340000,9166.0,7831.0
아이씨디,40910,2011-08-05,,,,12160139.0,1849901.0,1558504.0,-2315760.0,,,,3.96,,34000,52700000,,0.0,,,,,,,,,12.82,,,,7.7,,,신규상장,주권,특수 목적용 기계 제조업,유안타증권(주),7721832,31400.0,36100.0
제닉,123330,2011-08-03,29643622.0,14207650.0,1474128.0,81891741.0,12241346.0,8908878.0,11808614.0,92.04,30.5,67.45,16.97,52.07,22000,19800000,,0.3,66.4,67.25,86.11,156.14,134.05,308.99,236.89,222.79,10.88,136.19,42.63,79.64,29.37,22.93,3.45,신규상장,주권,기타 화학제품 제조업,교보증권(주),3922909,25438.0,29225.0
경봉,139050,2011-07-29,19874817.0,7694618.0,1997905.0,49992514.0,5906302.0,4359485.0,2293178.0,63.17,22.35,49.6,13.01,61.28,7100,9478500,,0.31,-4.93,-7.99,-8.24,96.65,73.12,1645.47,705.71,흑전,8.72,130.03,31.17,50.88,21.39,104.31,2.45,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유안타증권(주),5100040,3723.0,3176.0
삼원강재,23000,2011-07-22,155422711.0,75998126.0,15000000.0,283318333.0,20545751.0,15574326.0,23237638.0,95.69,11.03,21.9,8.89,51.1,4000,40000000,,0.5,22.5,19.14,9.85,26.47,44.55,76.69,57.97,56.62,5.5,132.0,1.8,82.1,23.32,8.39,2.01,신규상장,주권,자동차 신품 부품 제조업,미래에셋증권 주식회사,40000000,8000.0,9200.0
상아프론테크,89980,2011-07-21,83062011.0,33825342.0,4894735.0,97190078.0,7724842.0,5016421.0,5074488.0,68.7,6.63,10.68,13.65,59.28,6000,15000000,,1.33,20.86,14.47,-0.91,9.49,52.51,50.91,54.13,12.35,5.16,182.38,28.93,37.72,12.29,12.91,1.28,신규상장,주권,플라스틱제품 제조업,한국투자증권(주),12289470,7680.0,6700.0
신세계인터내셔날,31430,2011-07-14,369282055.0,180563041.0,25700000.0,580728417.0,39635647.0,33485861.0,20470839.0,95.68,9.94,19.88,8.54,51.1,65000,130000000,,2.15,21.31,17.51,18.5,27.38,32.28,39.07,31.63,34.33,5.77,115.77,0.02,90.78,11.15,5.47,1.72,신규상장,주권,"섬유, 의복, 신발 및 가죽제품 소매업",한국투자증권(주),7140000,103000.0,118000.0
나이벡,138610,2011-07-13,12920017.0,9381724.0,996833.0,5270307.0,490685.0,141238.0,196883.0,265.15,-0.88,-3.23,20.73,27.39,10000,7340000,,6.28,12.92,53.85,45.99,14.38,0.57,9.31,39.82,132.35,2.68,110.89,38.1,66.7,1.15,7.76,0.43,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,대신증권(주),2935996,12367.0,10512.0
옵티시스,109080,2011-07-12,21390790.0,6861093.0,2468000.0,16191573.0,4035823.0,3415818.0,3828371.0,47.22,17.93,26.97,28.82,67.93,7600,5320000,,0.84,22.95,31.92,37.32,28.97,48.72,151.4,117.12,126.47,21.1,447.64,262.26,21.3,17.81,6.74,0.83,신규상장,주권,통신 및 방송 장비 제조업,키움증권(주),5636000,11000.0,12100.0
대양전기공업,108380,2011-07-08,84370677.0,22515189.0,3322650.0,87417115.0,12301931.0,9950138.0,8481724.0,36.4,14.34,20.11,15.45,73.31,9000,25650000,,0.26,12.66,28.38,33.1,19.59,1.5,5.45,4.38,1.96,11.38,193.65,92.72,36.12,81.23,21.84,1.1,신규상장,주권,선박 및 보트 건조업,삼성증권(주),9495300,11200.0,9550.0
한국항공우주,47810,2011-06-30,1448451798.0,843476956.0,429860000.0,1266710956.0,120543736.0,85514591.0,-105564166.0,139.42,6.28,14.81,13.63,41.77,15500,567515187,,2.68,13.61,15.59,22.23,10.08,16.58,139.05,91.58,-5.20,6.75,146.42,9.73,92.78,6.86,5.04,0.93,신규상장,주권,"항공기,우주선 및 부품 제조업","엔에이치투자증권(주),KB증권(주)",97475107,19300.0,22150.0
하이마트,71840,2011-06-29,2656302983.0,1656625502.0,95504900.0,3046678676.0,214861809.0,106536493.0,165315927.0,165.72,4.17,12.84,8.23,37.63,59000,419747830,,5.33,8.05,19.38,19.81,51.38,13.98,192.82,28.01,흑전,3.5,101.89,48.8,47.41,2.62,16.38,1.19,신규상장,주권,가전제품 및 정보통신장비 소매업,미래에셋증권 주식회사,23607712,53100.0,57000.0
탑금속,19770,2011-06-24,53420522.0,15729351.0,5000000.0,86118688.0,10450359.0,8086328.0,2458803.0,41.73,16.78,23.8,11.43,70.56,6500,21450000,,0.13,24.43,15.52,13.77,24.57,54.3,130.09,77.54,71.95,9.39,236.43,4.64,38.97,73.75,78.92,1.79,신규상장,주권,특수 목적용 기계 제조업,KB증권(주),11650000,8120.0,8750.0
엠케이트렌드,69640,2011-06-21,137363284.0,44489710.0,2800000.0,211396222.0,17476706.0,13561762.0,-7476215.0,47.9,10.04,15.78,6.62,67.61,11000,26400000,,0.93,3.37,-3.98,-8.35,17.62,20.71,127.25,57.52,22.14,6.42,191.54,18.9,47.65,28.8,4.48,1.56,신규상장,주권,봉제의복 제조업,엔에이치투자증권(주),8000000,15500.0,13200.0
코오롱플라스틱,138490,2011-06-15,81876705.0,41319546.0,20300000.0,166087528.0,11673611.0,9024111.0,11711628.0,101.88,12.29,25.47,8.02,49.53,4300,37410000,,0.38,21.23,19.1,8.53,28.62,34.54,7.43,6.07,13.80,5.43,121.93,15.01,96.97,24.05,7.21,2.22,신규상장,주권,"비료, 농약 및 살균, 살충제 제조업",미래에셋증권 주식회사,29000000,6900.0,7150.0
리켐,131100,2011-06-14,38636735.0,16503269.0,2314300.0,42007528.0,6427794.0,5142012.0,5194439.0,74.56,18.66,31.32,21.05,57.29,14000,16399600,,1.56,93.21,60.87,42.38,72.92,33.85,29.25,53.22,52.67,12.24,198.95,85.8,32.45,11.05,12.02,1.43,신규상장,주권,기초 화학물질 제조업,SK증권(주),4270000,17029.0,19555.0
넥스트아이,137940,2011-06-14,16385562.0,4384206.0,2405473.0,17370770.0,6615293.0,7027027.0,7830634.0,36.53,50.86,79.17,38.98,73.24,10000,10000000,,0.0,57.27,73.11,87.79,129.89,24.83,81.07,78.19,177.30,40.45,337.13,208.2,35.28,,6.34,1.3,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",한국투자증권(주),5810945,1234.0,1061.0
케이티스카이라이프,53210,2011-06-03,523970891.0,432818684.0,84916535.0,426683679.0,45305089.0,33956786.0,99918674.0,474.83,6.99,34.81,19.43,17.4,17000,42500000,,2.68,16.94,-0.03,2.81,-12.29,7.35,40.6,55.46,36.85,7.96,137.75,80.56,212.2,2.34,45.84,0.88,신규상장,주권,텔레비전 방송업,미래에셋증권 주식회사,47666614,,
세아특수강,19440,2011-06-01,322069325.0,189916472.0,34240600.0,527208271.0,45943072.0,30842259.0,19432954.0,143.71,10.92,26.53,10.96,41.03,28000,72318960,,2.15,32.68,31.16,14.82,31.69,42.8,355.59,201.25,754.48,5.85,124.94,4.69,122.16,8.03,9.03,1.87,신규상장,주권,1차 철강 제조업,하나증권주식회사,8570000,32500.0,37350.0
KMH,122450,2011-05-25,28137459.0,5877855.0,4640760.0,27858092.0,9428646.0,7346079.0,9987685.0,26.41,32.48,41.45,44.88,79.11,9500,29391480,,0.08,47.04,29.14,27.64,50.54,47.22,41.45,40.86,40.46,26.37,187.84,114.67,24.44,377.95,468.14,1.18,신규상장,주권,텔레비전 방송업,IBK투자증권(주),12375360,2850.0,2423.0
골프존,121440,2011-05-20,182288138.0,22082251.0,5141512.0,184308070.0,62293073.0,67107689.0,66808974.0,13.78,46.86,53.77,35.37,87.89,85000,170000000,,0.0,85.2,100.76,99.77,89.76,38.48,19.51,22.27,25.05,36.41,726.78,682.19,11.63,,128.07,1.31,신규상장,주권,소프트웨어 개발 및 공급업,한국투자증권(주),12283023,31489.0,28520.0
한국종합기술,23350,2011-04-28,141965024.0,69680197.0,4950980.0,194528471.0,8196001.0,9552084.0,34870899.0,96.4,0.0,0.0,4.64,50.92,7100,22323252,,0.0,48.69,55.56,55.6,14.77,21.72,13.15,13.61,8.49,4.91,189.64,104.69,84.58,,22138.21,1.64,신규상장,주권,"건축기술, 엔지니어링 및 관련 기술 서비스업","메리츠증권 주식회사,엔에이치투자증권(주)",10950000,8120.0,8450.0
이퓨쳐,134060,2011-04-27,10727343.0,3022268.0,1367500.0,10708903.0,2876884.0,2215456.0,1178547.0,39.22,0.0,0.0,27.19,71.83,6400,5760000,,0.35,39.32,46.48,39.47,42.94,33.17,21.65,22.39,25.07,20.69,612.32,227.84,19.92,19.43,5.16,1.16,신규상장,주권,"서적, 잡지 및 기타 인쇄물 출판업",삼성증권(주),3635000,10291.0,8763.0
티케이케미칼,104480,2011-04-26,286551720.0,229181795.0,40000000.0,777194493.0,50224776.0,31935531.0,73035569.0,399.48,0.0,0.0,8.9,20.02,5000,198000000,,1.18,3.13,35.18,71.07,125.56,9.37,82.36,54.54,흑전,4.11,50.54,14.56,276.3,4.01,31.43,2.75,신규상장,주권,화학섬유 제조업,엔에이치투자증권(주),90000000,,
일진머티리얼즈,20150,2011-03-04,188841789.0,81635808.0,14566829.0,203289798.0,20702274.0,13292738.0,22679779.0,76.15,0.0,0.0,14.25,56.77,15800,185829520,,1.58,19.58,19.0,55.03,5.45,1.35,191.45,61.76,-60.06,6.54,119.69,18.6,58.63,11.4,5.37,1.17,신규상장,주권,전자부품 제조업,미래에셋증권(주),39200000,15300.0,14100.0
부스타,8470,2011-02-23,40890647.0,9840036.0,3060000.0,56728668.0,3995424.0,4205111.0,4486838.0,31.69,0.0,0.0,8.7,75.94,4200,8568000,,0.02,4.51,3.3,5.54,14.21,3.42,96.45,59.81,106.10,7.41,313.31,115.02,30.91,751.87,7.76,1.42,신규상장,주권,"구조용 금속제품, 탱크 및 증기발생기 제조업",현대차증권주식회사,8160000,,
현대위아,11210,2011-02-21,2343841881.0,1520792104.0,108650595.0,3118227202.0,122618506.0,77225187.0,127068265.0,184.78,0.0,0.0,5.78,35.12,65000,520000000,,3.26,0.56,-5.81,-9.92,8.83,-2.14,8.74,9.41,66.46,2.48,116.66,10.13,127.76,2.63,9.03,1.33,신규상장,주권,자동차 신품 부품 제조업,미래에셋증권(주),25730119,76500.0,70200.0
나노신소재,121600,2011-02-09,37603862.0,20155954.0,2582425.0,19977208.0,5166830.0,4649100.0,-1953955.0,115.52,0.0,0.0,32.8,46.4,17000,30243000,,2.61,62.13,69.31,15.9,39.67,63.39,46.29,39.97,171.06,23.27,214.15,16.2,60.94,8.95,1.67,0.66,신규상장,주권,기타 화학제품 제조업,한국투자증권(주),7116000,11700.0,9967.0
케이아이엔엑스,93320,2011-02-08,19215388.0,1406508.0,2040000.0,14995303.0,2392993.0,2243167.0,3811226.0,7.9,0.0,0.0,26.34,92.68,8000,5760000,,0.0,17.75,3.67,3.53,17.39,16.2,15.82,21.06,20.55,14.96,705.46,544.71,7.63,,2260.03,0.84,신규상장,주권,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",하나증권주식회사,4800000,8000.0,6950.0
티피씨글로벌,130740,2011-02-08,34705336.0,12205205.0,2500000.0,33170984.0,2451034.0,3738338.0,1580521.0,54.25,0.0,0.0,10.79,64.83,5200,6760000,,2.58,21.66,27.3,14.9,19.93,4.03,-20.95,-5.28,84.82,11.27,161.14,60.57,44.76,5.42,11.07,1.05,신규상장,주권,자동차 신품 부품 제조업,신영증권(주),5610345,4667.0,3967.0
엘비세미콘,61970,2011-01-31,72501573.0,51085282.0,17337096.0,57299493.0,15934827.0,12418671.0,13433946.0,238.53,0.0,0.0,37.18,29.54,4700,37600000,,2.03,10.61,41.73,43.24,80.62,51.32,103.88,66.9,380.29,21.67,56.5,10.35,165.66,5.29,13.62,0.83,신규상장,주권,반도체 제조업,한국투자증권(주),43274592,4650.0,4550.0
제이엔케이히터,126880,2011-01-31,47662800.0,20907542.0,1442395.0,84201468.0,12547554.0,9787725.0,3185726.0,78.14,0.0,0.0,15.36,56.13,13600,27200000,,0.25,20.51,24.68,25.1,43.52,27.24,144.45,136.62,47.96,11.62,199.63,122.9,73.3,75.62,158.64,1.93,신규상장,주권,일반 목적용 기계 제조업,엔에이치투자증권(주),8000000,8510.0,9761.0
